4.015005	8.959968	0.113503
1.032106	-8.295416	0.811447
-3.022931	6.638126	0.166647
-2.102300	-0.457762	0.226172
4.447090	-0.758120	0.156236
3.735635	2.517608	0.351575
-1.174114	7.310104	0.332790
-9.197567	-6.542592	0.576020
-7.653754	-7.612476	0.701632
8.343610	7.218720	0.841145
8.693713	-3.692088	0.070267
3.624939	-6.865699	0.389204
-6.582512	0.025577	0.161273
-1.054983	-6.205389	0.235010
3.810361	1.166374	2.192119
7.839869	3.952859	1.231665
1.318743	5.582583	0.296371
4.203667	0.272971	0.926849
-0.240618	-9.169846	0.469499
8.924183	8.501078	0.028455
3.778017	-7.116839	1.268708
-9.253945	-8.110015	0.596578
4.079347	7.169198	0.544092
4.095519	0.156432	0.198362
1.695568	-7.784344	1.608603
9.735360	5.891060	1.472101
-5.977078	-0.462401	0.197446
-5.164871	4.996453	0.339149
8.279802	0.788547	0.631273
6.423890	-3.243001	1.144310
4.331592	-8.884725	0.553646
8.726605	-0.043875	1.073279
1.914301	8.342555	0.682301
0.953201	-5.350337	3.108112
8.082299	6.937091	1.404416
-8.836005	7.062434	0.040463
0.497855	0.989050	0.093357
2.604194	5.232214	2.599453
-7.744783	-3.981443	0.873457
-8.587633	6.996711	0.142137
-7.404655	-4.618930	0.304874
6.273041	6.679223	0.323775
0.559245	7.962333	1.717276
-6.353458	-2.716847	1.248861
0.626812	8.437864	0.051108
-7.557340	6.980511	0.724116
-0.050382	-5.615821	1.455813
-1.472936	1.215284	1.956096
3.429014	2.725696	0.903849
3.526978	9.401851	1.379218
1.907586	-6.316272	2.729022
-2.907931	-7.076523	0.593207
-3.800135	-0.516776	0.731523
5.060751	8.392855	0.627126
6.893155	-5.588579	0.167414
-2.783531	-6.902200	1.622442
1.129251	-2.300067	0.024980
-8.631721	-5.706648	2.677584
7.472551	-7.877781	0.283613
4.831580	9.422635	0.096585
-1.863557	7.496028	1.012239
-2.113782	-3.007850	0.024967
-8.034575	-6.420026	0.432487
-5.536875	8.262305	1.108204
-1.423277	0.813003	0.848456
0.558817	-6.124811	1.669369
-8.930620	0.998247	1.099218
3.256757	3.750547	0.027976
-7.353725	5.619030	0.148530
-3.958308	-7.869639	0.017357
2.111045	-1.992905	2.475839
-7.742956	6.780125	1.057998
-8.587264	0.185722	0.447761
9.755212	-0.304599	0.692200
-0.872996	1.452583	0.291256
9.340309	-1.515084	1.969356
-7.767981	-6.069020	1.336301
-8.311352	3.476085	1.111355
-8.157851	8.911178	0.568076
-3.670149	-4.735711	0.992027
-7.859472	-0.987382	0.863100
9.662554	5.967399	0.909517
6.947791	-1.367896	1.049952
-3.826856	-7.782179	3.157145
0.711219	1.341126	0.204252
-4.708182	3.139194	0.163826
-2.609814	3.223190	0.905975
-8.024290	2.419826	0.635869
-3.901614	1.987378	0.716214
-3.483697	1.631483	0.493945
0.521867	3.028259	0.603720
-6.224508	-4.497835	2.505735
-3.005752	3.043262	0.018324
-7.354323	-3.593700	2.459229
-2.989557	9.657654	0.189582
4.564383	-9.009403	3.216759
-9.453716	-5.335691	3.327996
-0.844829	-1.189407	1.579978
7.323269	-0.954014	0.150251
1.366434	-7.085325	0.189486
9.350135	-7.649290	3.154291
2.384919	1.189759	0.085713
