-35.544910	10.582755	0.177020
-35.716760	44.630415	0.308085
-26.186424	18.450631	2.245469
-34.517675	-57.303064	3.393181
-16.748488	-45.180331	3.486378
-10.407711	34.733249	1.096705
-26.449309	-25.957212	1.842309
-19.964211	-33.326640	1.587419
-11.181008	29.716204	0.166647
-21.363293	10.863486	0.404200
-22.699566	43.117362	0.286714
35.467148	-4.730251	1.965661
-5.986016	-54.016360	0.365152
39.255463	15.373120	0.365388
32.148815	15.327112	0.278734
25.568012	7.140211	0.356749
40.201641	-54.977736	0.843364
-38.094253	30.520101	0.955374
-9.237989	56.494607	0.106066
-2.454263	-45.918200	0.871999
34.633283	46.030288	0.287528
-21.169001	-40.613917	2.851809
-11.198342	27.860167	0.469163
-49.484676	-0.047101	2.784040
22.509210	-13.052612	0.341588
-31.626414	11.291127	1.923993
-20.334383	-0.773836	0.058772
-3.403358	31.244019	0.537635
39.120355	-3.189446	2.770958
-41.526384	12.032298	0.616925
-57.392153	1.900292	0.509855
55.948587	0.261542	1.897251
56.751086	14.093665	0.727468
-56.478244	-0.512276	1.274757
-37.544212	-51.957666	0.093641
35.386863	3.881277	0.418534
-52.438167	-50.314546	2.955612
-44.346814	12.981158	0.109126
-20.815674	-9.858564	0.370978
46.451782	-0.771657	2.379168
-10.450622	-30.878347	0.904752
-36.029362	-43.603840	2.322912
-52.193609	23.008303	1.569839
43.241577	-12.174974	2.841159
-48.863661	47.556421	0.707381
-13.941278	27.541455	1.807521
13.205080	41.527067	0.174340
-43.828367	-4.306598	0.611003
0.205313	6.890335	0.013516
-59.610013	-47.538497	0.173708
-36.417069	-59.299449	0.548572
47.656384	-3.392248	3.143027
-49.884869	0.742657	0.154193
15.663524	1.884906	0.139844
-47.104502	38.016517	1.868167
-27.255683	-21.437229	0.139986
22.967710	-19.966328	1.341148
29.511209	-42.852819	0.022825
-32.250563	51.762301	1.041684
-54.372018	1.114438	1.793211
29.841570	53.734706	1.213395
-26.152016	19.063216	2.859617
16.086452	-39.208293	0.663103
7.312839	1.575976	0.479776
54.424730	23.148646	0.887471
5.806143	-52.718108	0.873545
43.545696	8.116272	0.084452
-31.133527	3.536129	0.398714
14.797152	41.936134	0.890919
38.453463	13.239425	1.132769
-38.301121	22.611500	0.919741
-25.237252	-11.641472	0.276112
-25.490972	19.384276	3.037628
31.873505	52.586183	0.532160
30.470534	-37.575043	0.043081
-14.036033	-14.936806	1.612275
